CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAIC_CODE,TOTAL WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_WAGE_SOURCE,PW_WAGE_SOURCE_YEAR,PW_WAGE_SOURCE_OTHER,WAGE_RATE_OF_PAY,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL VIOLATOR,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-11202-784696,WITHDRAWN,3/18/13,10/31/14,H-1B,09/14/2013,09/13/2016,"IGT SOLUTIONS, INC.",6901 S. HAVANA ST.,,CENTENNIAL,CO,80112,UNITED STATES OF AMERICA,,4048251179,,BRIAN COUGHLIN,BOSTON,MA,LEAD SOFTWARE ENGINEER,15-1799,"COMPUTER OCCUPATIONS, ALL OTHER*",541519,1,Y,50419.00,Year,Level I,OES,2012,OFLC ONLINE DATA CENTER,64520 -,Year,Y,N,CENTENNIAL,ARAPAHOE,CO,80112
I-200-11203-124279,CERTIFIED-WITHDRAWN,7/22/11,10/3/14,H-1B,12/15/2011,12/15/2014,"MARLABS, INC",1 CORPORATE PLACE SOUTH,,PISCATAWAY,NJ,08854,UNITED STATES OF AMERICA,,7326941000,,,,,PROGRAMMER/ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,Y,62462.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,62500 -,Year,Y,N,SUWANEE,GWINNETT COUNTY,GA,30097
I-200-11203-236592,CERTIFIED,12/10/14,12/16/14,H-1B,12/15/2014,12/14/2017,COLGATE-PALMOLIVE COMPANY,300 PARK AVENUE,N/A,NEW YORK,NY,10022,UNITED STATES OF AMERICA,,2123102520,,ADAM KETCHER,NEW YORK,NY,"WORLDWIDE DIRECTOR, ANALYTICS SOLUTION DESIGN",11-9199,"MANAGERS, ALL OTHER",339999,1,Y,170394.00,Year,Level IV,OES,2014,OFLC ONLINE DATA CENTER,230000 -,Year,N,N,NEW YORK,NEW YORK,NY,10022
I-200-11203-710118,CERTIFIED-WITHDRAWN,8/5/11,11/26/14,H-1B,01/31/2012,01/29/2015,CHILDRENS HOSPITAL CORPORATION/HARVARD UNIVERSITY,C/O HIO,1350 MASSACHUSETTS AVE # 864,CAMBRIDGE,MA,02138,UNITED STATES OF AMERICA,,6174959227,,,,,RESEARCH FELLOW / RESEARCH FELLOW,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",622110,1,Y,46342.00,Year,Level I,Other,2011,OFLC ONLINE DATA CENTER,46342 -,Year,N,N,BOSTON,SUFFOLK,MA,02115
I-200-11206-118510,CERTIFIED-WITHDRAWN,8/8/11,10/1/14,H-1B,01/26/2012,01/25/2015,PFIZER INC,235 EAST 42ND STREET,,NEW YORK,NY,10017,UNITED STATES OF AMERICA,,2125732886,,Karen Courreges,Phoenix,AZ,"MANAGER, SENIOR SERVICE SUPPORT ANALYST",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",325412,1,Y,128544,Year,Level IV,OES,2011,OFLC ONLINE DATA CENTER,128544 - 190300,Year,N,N,PARSIPPANY,MORRIS,NJ,07054
I-200-11206-461621,WITHDRAWN,7/25/11,12/22/14,H-1B,01/14/2012,01/13/2015,APPLE INC.,"ONE INFINITE LOOP, M/S 84-REL",N/A,CUPERTINO,CA,95014,UNITED STATES OF AMERICA,N/A,4089744146,,Lance Director Nagel,San Francisco,CA,SW DEVELOP ENG 3,15-1031.00,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",334119,1,Y,99653,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,115000 -,Year,N,N,CUPERTINO,SANTA CLARA,CA,95014
I-200-11208-178233,CERTIFIED-WITHDRAWN,8/8/13,1/29/15,H-1B,08/08/2013,03/19/2015,SPARTAN SOLUTIONS INC,2851 STAGE VILLAGE COVE,SUITE 22,BARTLETT,TN,38134,UNITED STATES OF AMERICA,,9012135255,,MICHELLE SHEPARD,WOBURN,MA,QA ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,Y,69118.00,Year,Level II,Other,2013,FLC DATA CENTER ONLINE WAGE LIBRARY,70000 -,Year,Y,N,APPLE VALLEY,DAKOTA,MN,55124
I-200-11210-137972,CERTIFIED,12/1/14,12/5/14,H-1B,12/22/2014,12/21/2017,"VMWARE, INC.",3401 HILLVIEW AVE,,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,5128133194,,JACQUELYN MARONEY,AUSTIN,TX,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,Y,100545.00,Year,,Other,2014,RADFORD GLOBAL TECHNOLOGY SURVEY,140000.00 -,Year,N,N,PALO ALTO,SANTA CLARA,CA,94304
I-200-11214-980692,CERTIFIED-WITHDRAWN,8/4/11,12/9/14,H-1B,01/07/2012,01/06/2015,"T-MOBILE USA, INC.",12920 SE 38TH STREET,,BELLEVUE,WA,98006,UNITED STATES OF AMERICA,,4253833394,,Rebecca Van Uitert,CHICAGO,IL,"ANALYST 4, ENTERPRISE TEST",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",517212,1,Y,75800.00,Year,,Other,2010,MERCER BENCHMARK INFORMATION TECHNOLOGY DATABASE,75800 - 89786,Year,N,N,BOTHELL,SNOHOMISH,WA,98021
I-200-11215-421442,CERTIFIED-WITHDRAWN,3/13/13,7/5/15,H-1B,09/06/2013,09/06/2016,KAPSCH TRAFFICCOM IVHS INC.,8201 GREENSBORO DRIVE,SUITE 1002,MCLEAN,VA,22102,UNITED STATES OF AMERICA,,7606028535,2783,CORA TEKACH,WASHINGTON,DC,FINANCIAL PLANNING & COMMERCIAL PROJECT ANALYST,13-2051,FINANCIAL ANALYSTS,541512,01,Y,72114.00,Year,Level III,Other,2012,OFLC ONLINE DATA CENTER',75000 - 90000,Year,N,N,MCLEAN,FAIRFAX,VA,22102
I-200-11216-056279,WITHDRAWN,8/10/11,10/29/14,H-1B,01/01/2012,01/01/2015,ERICSSON INC.,"6300 LEGACY DRIVE, R1-C10",,PLANO,TX,75024,UNITED STATES OF AMERICA,,9725833415,,KORTNEY KLEIN,DALLAS,TX,ENGINEER-SERVICES SOFTWARE,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*,334220,1,Y,49546,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,51830 - 70123,Year,N,N,RICHARDSON,DALLAS,TX,75082
I-200-11216-540427,CERTIFIED-WITHDRAWN,8/4/11,1/5/15,H-1B,02/01/2012,01/31/2015,"ORIGENE TECHNOLOGIES, INC.",9620 MEDICAL CENTER DRIVE,SUITE 200,ROCKVILLE,MD,20850,UNITED STATES OF AMERICA,,2406200261,,CYNTHIA HEMPHILL,WASHINGTON,DC,ACCOUNTANT I,13-2011,ACCOUNTANTS AND AUDITORS,541711,1,Y,39700.00,Year,,Other,2011,TOWERS WATSON 2010/11 PROFESSIONAL ADMINISTRATIVE SERVICES PERSONNEL COMPENSATION SURVEY,48000 - 58000,Year,N,N,ROCKVILLE,MONTGOMERY,MD,20850
I-200-11220-361241,CERTIFIED-WITHDRAWN,8/15/11,11/10/14,H-1B,02/01/2012,01/31/2015,"EXTERRAN ENERGY SOLUTIONS, L.P.",16666 NORTHCHASE DRIVE,,HOUSTON,TX,77060,UNITED STATES OF AMERICA,,2818367305,,DOROTHEE MITCHELL,AUSTIN,TX,STAFF ENGINEER - TSA ANALYST,17-2141,MECHANICAL ENGINEERS,213112,1,Y,79435.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,90000 - 110000,Year,N,N,HOUSTON,HARRIS,TX,77041
I-200-11221-857319,CERTIFIED-WITHDRAWN,8/10/11,10/22/14,H-1B,11/02/2011,11/01/2014,THE JOHNS HOPKINS HOSPITAL,1101 E. 33RD STREET,SUITE E001,BALTIMORE,MD,21218,UNITED STATES OF AMERICA,,4109553371,,,,,CLINCAL LABORATORY SCIENTIST 3,29-2011,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,622110,1,Y,60674.00,Year,Level III,OES,2011,N/A,66040 -,Year,N,N,BALTIMORE,BALTIMORE CITY,MD,21287
I-200-11223-924386,WITHDRAWN,8/11/11,11/14/14,H-1B,12/29/2011,12/28/2014,BROADCOM CORPORATION,5300 CALIFORNIA AVE.,N/A,IRVINE,CA,92617,UNITED STATES OF AMERICA,N/A,9499265000,,A. James Výzquez-Azpiri,San Francisco,CA,"ENGINEER, SR STAFF - IC DESIGN",17-2072.00,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",334413,1,Y,112715.00,Year,Level III,OES,2011,OFLC ONLINE DATA CENTER,117555.00 -,Year,N,N,SUNNYVALE,SANTA CLARA,CA,94086
I-200-11228-260530,CERTIFIED-WITHDRAWN,8/16/11,10/3/14,H-1B,01/12/2012,01/12/2015,"MARLABS, INC",1 CORPORATE PLACE SOUTH,,PISCATAWAY,NJ,08854,UNITED STATES OF AMERICA,,7326941000,,,,,PROGRAMMER/ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,Y,55786.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,60000 -,Year,Y,N,FORT WORTH,TARRANT COUNTY,TX,76155
I-200-11230-059605,CERTIFIED-WITHDRAWN,8/18/11,10/14/14,H-1B,12/31/2011,12/30/2014,"NORTH PLATTE, NEBRASKA HOSPITAL CORPORATION",601 WEST LEOTA,,NORTH PLATTE,NE,69101,UNITED STATES OF AMERICA,,3086968000,,AMY ERLBACHER-ANDERSON,OMAHA,NE,HOSPITALIST,29-1062,FAMILY AND GENERAL PRACTITIONERS,622110,1,Y,152256.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,200000 -,Year,N,N,NORTH PLATTE,LINCOLN,NE,69101
I-200-11230-359970,CERTIFIED-WITHDRAWN,8/18/11,10/17/14,H-1B,12/14/2011,12/13/2014,HARVARD UNIVERSITY,1350 MASSACHUSETTS AVENUE,HOLYOKE CENTER 864,CAMBRIDGE,MA,02138,UNITED STATES OF AMERICA,,6174957837,,,,,RESEARCH FELLOW,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,Y,33010.00,Year,Level I,Other,2011,OFLC ONLINE DATA CENTER,50000 -,Year,N,N,BOSTON,SUFFOLK,MA,02115
I-200-11231-954029,WITHDRAWN,10/10/14,10/10/14,H-1B,10/10/2014,10/09/2017,CONOCOPHILLIPS COMPANY,600 N. DAIRY ASHFORD,,HOUSTON,TX,77079,UNITED STATES OF AMERICA,,2812932781,,LAURIE SNIDER,DALLAS,TX,SR. RESERVOIR ENGINEER,17-2171,PETROLEUM ENGINEERS,324110,1,Y,86900.00,Year,Level IV,Other,2014,TOWERS WATSON,97440 - 146160,Year,N,N,MIDLAND,MIDLAND,TX,79705
I-200-11234-401014,WITHDRAWN,8/22/11,10/3/14,H-1B,01/01/2012,12/31/2014,THE UNIVERSITY OF HOUSTON,4800 CALHOUN RD,DEPARTMENT OF HUMAN RESOURCES,HOUSTON,TX,77204,UNITED STATES OF AMERICA,,7137435713,,,,,RESEARCH ASSISTANT PROFESSOR,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,Y,39790.00,Year,Level II,Other,2011,OFLC ONLINE DATA CENTER,72101.00 -,Year,N,N,HOUSTON,HARRIS,TX,77204
I-200-11234-965949,DENIED,5/13/15,5/19/15,H-1B,11/30/2011,11/29/2014,DELL MARKETING LP,ONE DELL WAY,,ROUND ROCK,TX,78682,UNITED STATES OF AMERICA,,9725775169,,Amy Dalal,RALEIGH,NC,COMPUTER PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,334110,1,Y,51854.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,51854 -,Year,N,N,PLANO,COLLIN,TX,75075
I-200-11235-427488,CERTIFIED-WITHDRAWN,8/30/11,10/6/14,H-1B,12/17/2011,12/16/2014,"ACCESS INTELLIGENCE, LLC",88 PINE STREET,5TH FLOOR,NEW YORK,NY,10005,UNITED STATES OF AMERICA,,2126214935,,MICHAEL KABIK,POTOMAC,MD,WEB DESIGNER,27-1024,GRAPHIC DESIGNERS,541840,1,Y,49483.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,59516 -,Year,N,N,ROCKVILLE,MONTGOMERY,MD,20850
I-200-11235-783702,CERTIFIED-WITHDRAWN,8/23/11,10/6/14,H-1B,01/01/2012,12/31/2014,UNIVERSITY OF MICHIGAN,"PIERPONT COMMONS, INTERNATIONAL CENTER",2101 BONISTEEL BLVD.,ANN ARBOR,MI,48109,UNITED STATES OF AMERICA,,7347634081,,,,,POSTDOCTORAL RESEARCH FELLOW,19-1042.00,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,Y,38522.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,42624.00 -,Year,N,N,ANN ARBOR,WASHTENAW,MI,48109-5644
I-200-11237-061002,CERTIFIED-WITHDRAWN,9/1/11,11/25/14,H-1B,12/08/2011,12/07/2014,"KESHAV CONSULTING SOLUTIONS, LLC",1000 BEARCAT WAY,SUITE 105,MORRISVILLE,NC,27560,UNITED STATES OF AMERICA,,9193414635,,AME COATS,RALEIGH,NC,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,01,Y,54766.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,60000.00 -,Year,Y,N,ATLANTA,FULTON,GA,30308
I-200-11241-897466,CERTIFIED,3/10/15,3/16/15,H-1B,09/09/2015,09/08/2018,"ADVANCED SYSTEMS FOR POWER ENGINEERING, INC.",49 N. SAN MATEO DR.,,SAN MATEO,CA,94401,UNITED STATES OF AMERICA,,6503473997,,JUSTIN TSENG,MONTEREY PARK,CA,POWER ENGINEERING PROGRAMMER,17-2071,ELECTRICAL ENGINEERS,2211,1,Y,89586,Year,Level II,OES,2014,OFLC ONLINE DATA CENTER,90000 - 100000,Year,N,N,SAN MATEO,SAN MATEO,CA,94401
I-200-11242-387122,CERTIFIED-WITHDRAWN,8/30/11,10/14/14,H-1B,12/17/2011,12/16/2014,THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,5323 HARRY HINES BLVD.,INTERNATIONAL OFFICE,DALLAS,TX,75390,UNITED STATES OF AMERICA,,2146331298,,,,,POSTDOCTORAL RESEARCHER,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,Y,33238.00,Year,Level I,Other,2011,OFLC ONLINE DATA CENTER,42624.00 -,Year,N,N,DALLAS,DALLAS,TX,75390-9011
I-200-11244-251470,CERTIFIED-WITHDRAWN,9/1/11,11/24/14,H-1B,02/29/2012,02/28/2015,"MARLABS, INC",1 CORPORATE PLACE SOUTH,,PISCATAWAY,NJ,08854,UNITED STATES OF AMERICA,,7326941000,,,,,PROGRAMMER/ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,Y,62296.00,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,62300 -,Year,Y,N,RICHMOND,HENRICO COUNTY,VA,23238
I-200-11244-294553,WITHDRAWN,9/2/11,10/9/14,H-1B,12/15/2011,12/14/2014,"DANIEL J. EDELMAN, INC.",250 HUDSON STREET,,NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2127044437,,RUSSELL SWAPP,BOSTON,MA,VICE PRESIDENT,11-2031,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,54182,1,Y,88525.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,88525 - 120578,Year,N,N,NEW YORK,NEW YORK,NY,10013
I-200-11244-949775,CERTIFIED-WITHDRAWN,9/27/11,10/2/14,H-1B,02/01/2012,02/01/2015,"SCHNEIDER ELECTRIC USA, INC.",1415 SOUTH ROSELLE RD.,,PALATINE,IL,60067,UNITED STATES OF AMERICA,,8473972600,,KEVIN AISTON,CHICAGO,IL,APPLICATION ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",335311,1,Y,53331,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,61000 -,Year,N,N,HOPKINS,RICHLAND,SC,29061
I-200-11248-310392,WITHDRAWN,3/6/15,3/7/15,H-1B,09/05/2015,09/04/2018,"INTERNATIONAL TECHNOLOGY SOLUTIONS, INC",1125 LAUREL ST,STE 302,COLUMBIA,SC,29201,UNITED STATES OF AMERICA,,8033187078,,,,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,Y,62754.00,Year,Level II,Other,2015,OFLC ONLINE DATA CENTER,62754.00 - 65000.00,Year,N,N,CHICAGO,COOK,IL,60611
I-200-11248-760815,WITHDRAWN,3/6/15,3/7/15,H-1B,09/05/2015,09/04/2018,"INTERNATIONAL TECHNOLOGY SOLUTIONS, INC",1225 LAUREL STREET,STE 302,COLUMBIA,SC,29201,UNITED STATES OF AMERICA,,8033187078,,,,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,Y,58053.00,Year,Level II,Other,2015,OFLC ONLINE DATA CENTER,58053.00 - 65000.00,Year,N,N,COLUMBIA,RICHLAND,SC,29201
I-200-11249-686770,CERTIFIED-WITHDRAWN,9/8/11,1/13/15,H-1B,02/29/2012,02/28/2015,JOHNS HOPKINS UNIVERSITY,1620 MCELDERRY STREET,,BALTIMORE,MD,21205,UNITED STATES OF AMERICA,,4109553371,,,,,RESEARCH FELLOW,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,Y,38293,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,43476 -,Year,N,N,BALTIMORE,BALTIMORE CITY,MD,21231
I-200-11249-742988,CERTIFIED-WITHDRAWN,9/19/11,10/23/14,H-1B,02/24/2012,02/24/2015,"CISCO SYSTEMS, INC.",170 WEST TASMAN DRIVE,,SAN JOSE,CA,95134,UNITED STATES OF AMERICA,,4085264000,,CINDY JEN,SANTA CLARA,CA,DATABASE ADMINISTRATOR,15-1141,DATABASE ADMINISTRATORS,334111,1,Y,94619.00,Year,Level IV,OES,2011,OFLC ONLINE DATA CENTER,94619 - 118200,Year,N,N,LAWRENCEVILLE,GWINNETT,GA,30044
I-200-11250-015393,WITHDRAWN,2/24/15,2/25/15,H-1B,08/05/2015,08/04/2018,"LANYON SOLUTION, INC.","717 N. HARWOOD ST., SUITE 2000, 2100, 2200",,DALLAS,TX,75201,UNITED STATES OF AMERICA,,8172265656,,LAURIE SNIDER,DALLAS,TX,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,511210,1,Y,44500.00,Year,,Other,2014,TOWERS WATSON 2014 PROFESSIONAL (ADMINISTRATIVE AND SALES) COMPENSATION SURVEY,44500 - 45000,Year,N,N,DALLAS,DALLAS,TX,75201
I-200-11250-055181,WITHDRAWN,9/14/11,11/20/14,H-1B,01/10/2012,01/10/2015,EXILANT TECHNOLOGIES PVT. LTD.,20195 STEVENS CREEK BOULEVARD,SUITE 220,CUPERTINO,CA,95014,UNITED STATES OF AMERICA,,4082552640,,Ashley Barbone,OWINGS MILLS,MD,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,Y,61963.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,66000.00 -,Year,Y,N,CUPERTINO,SANTA CLARA,CA,95014
I-200-11250-169035,CERTIFIED-WITHDRAWN,8/30/13,10/28/14,H-1B,08/30/2013,08/29/2016,TEK TREE LLC,3104 DRUMMOND PLAZA,,NEWARK,DE,19711,UNITED STATES OF AMERICA,,3023682730,,MICHELLE SHEPARD,WOBURN,MA,WEBSPHERE COMMERCE ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518210,1,Y,89378.00,Year,Level II,Other,2013,FLC DATA CENTER ONLINE WAGE LIBRARY,89378 -,Year,Y,N,MELVILLE,SUFFOLK,NY,11747
I-200-11252-160932,CERTIFIED-WITHDRAWN,9/12/11,1/13/15,H-1B,03/01/2012,02/28/2015,JOHNS HOPKINS UNIVERSITY,1620 MCELDERRY STREET,,BALTIMORE,MD,21205,UNITED STATES OF AMERICA,,4109553371,,,,,RESEARCH ASSOCIATE,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,Y,44346,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,55000 -,Year,N,N,BALTIMORE,BALTIMORE CITY,MD,21231
I-200-11252-762660,CERTIFIED-WITHDRAWN,9/9/11,10/8/14,H-1B,12/31/2011,12/30/2014,UNIVERSITY OF MICHIGAN,"PIERPONT COMMONS, INTERNATIONAL CENTER",2101 BONISTEEL BLVD.,ANN ARBOR,MI,48109,UNITED STATES OF AMERICA,,7347634081,,,,,POSTDOCTORAL RESEARCH FELLOW,19-1029.99,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,Y,37336,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,40170 -,Year,N,N,ANN ARBOR,WASHTENAW,MI,48109
I-200-11252-910156,CERTIFIED-WITHDRAWN,11/2/12,7/17/15,H-1B,01/02/2013,01/01/2016,"FOREVER 21, INC.",3880 NORTH MISSION ROAD,,LOS ANGELES,CA,90031,UNITED STATES OF AMERICA,,2137415100,,JOSEPH ELIAS,PASADENA,CA,GRAPHIC DESIGNER,27-1024,GRAPHIC DESIGNERS,448120,1,Y,17.04,Hour,Level I,OES,2012,OFLC ONLINE DATA CENTER,17.04 - 22.85,Hour,N,N,LOS ANGELES,LOS ANGELES,CA,90031
I-200-11253-643642,CERTIFIED-WITHDRAWN,7/16/12,10/18/14,H-1B,07/26/2012,04/30/2014,VINSYS INFORMATION TECHNOLOGY INC,"12020 SUNRISE VALLEY DRIVE, SUITE:100",,RESTON,VA,20191,UNITED STATES OF AMERICA,,7033714120,,,,,COMPUTER PROGRAMMER / ANALYST,15-1131,COMPUTER PROGRAMMERS,514511,01,Y,67350.00,Year,Level II,Other,2012,OFLC ONLINE DATA CENTER,70000 -,Year,N,N,WASHINGTON,DISTRICT OF COLUMBIA,DC,20002
I-200-11254-199042,CERTIFIED-WITHDRAWN,9/12/11,12/5/14,H-1B,02/01/2012,01/31/2015,MICROSOFT CORPORATION,1 MICROSOFT WAY,,REDMOND,WA,98052,UNITED STATES OF AMERICA,,4258828080,,,,,SOFTWARE DEVELOPMENT ENGINEER IN TEST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",51121,1,Y,71906.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,98638 -,Year,N,N,REDMOND,KING,WA,98052
I-200-11256-329466,CERTIFIED-WITHDRAWN,9/13/11,2/4/15,H-1B,03/12/2012,03/11/2015,STANDARD & POOR'S FINANCIAL SERVICES LLC,"148 PRINCETON HIGHTSTOWN ROAD, S-1",,HIGHTSTOWN,NJ,08520,UNITED STATES OF AMERICA,,6094265768,,THEODORE RUTHIZER,NEW YORK,NY,ASSOCIATE,19-3011,ECONOMISTS,523999,1,Y,90292,Year,Level II,OES,2011,OFLC ONLINE DATA CENTER,95000 - 110000,Year,N,N,NEW YORK,NEW YORK,NY,10041
I-200-11257-343084,CERTIFIED,3/9/15,3/18/15,H-1B,09/08/2015,09/08/2018,E.I. DU PONT DE NEMOURS AND COMPANY,"1007 MARKET STREET, D-7031",,WILMINGTON,DE,19898,UNITED STATES OF AMERICA,,3027730451,,LAWRENCE RUDNICK,PHILADELPHIA,PA,RESEARCH INVESTIGATOR,19-2031,CHEMISTS,325199,1,Y,93142.00,Year,Level III,OES,2014,OFLC ONLINE DATA CENTER,93142 - 125205,Year,N,N,WILMINGTON,NEW CASTLE,DE,19803
I-200-11257-589517,CERTIFIED-WITHDRAWN,9/14/11,11/5/14,H-1B,01/15/2012,01/01/2015,ORIAN ENGINEERS INCORPORATED,"125 TOWNPARK DRIVE, #300",,KENNESAW,GA,30144,UNITED STATES OF AMERICA,COBB COUNTY,7035946399,,,,,PROGRAMMER ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,Y,61963.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,63000.00 -,Year,N,N,SUNNYVALE,SANTA CLARA,CA,94089
I-200-11257-623993,CERTIFIED-WITHDRAWN,10/11/11,10/28/14,H-1B,11/01/2011,10/31/2014,"CITIBANK, N.A.",111 WALL STREET,17TH FLOOR,NEW YORK,NY,10005,UNITED STATES OF AMERICA,,2128165663,,Mark Kingstone,NEW YORK,NY,"ANALYST, GLOBAL TRANSACTION SERVICES",13-2051,FINANCIAL ANALYSTS,523110,1,Y,62566.00,Year,Level I,OES,2011,OFLC ONLINE DATA CENTER,65000 -,Year,N,N,NEW YORK,NEW YORK,NY,10013
I-200-11257-994866,CERTIFIED,1/20/15,1/27/15,H-1B,01/27/2015,01/27/2018,"PERKINS + WILL, INC.",215 PARK AVENUE SOUTH,,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,2122517000,,Jean KIM,SAN FRANCISCO,CA,INTERIOR DESIGNER III,27-1025,INTERIOR DESIGNERS,541310,1,Y,54038,Year,Level III,OES,2014,OFLC ONLINE DATA CENTER,60000 -,Year,N,N,CHICAGO,COOK,IL,60611
I-200-11258-536112,CERTIFIED-WITHDRAWN,9/19/11,10/1/14,H-1B,10/03/2011,10/02/2014,CREDIT SUISSE SECURITIES (USA) LLC,11 MADISON AVENUE,,NEW YORK,NY,10010-3629,UNITED STATES OF AMERICA,,2123252000,,JANET HENNER,NEW YORK,NY,ASSISTANT VICE PRESIDENT,15-1121,COMPUTER SYSTEMS ANALYSTS,523110,1,Y,105456.00,Year,Level IV,OES,2011,OFLC DATA CENTER,135000.00 -,Year,N,N,NEW YORK,NEW YORK,NY,10010
I-200-11259-437081,CERTIFIED,12/8/14,12/12/14,H-1B,12/29/2014,12/28/2017,"VMWARE, INC.",3401 HILLVIEW AVE,,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,5128133194,,JACQUELYN MARONEY,AUSTIN,TX,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,Y,97219.00,Year,,Other,2014,OFLC ONLINE DATA CENTER,130000.00 -,Year,N,N,SEATTLE,KING,WA,98121
I-200-11262-092959,CERTIFIED,6/8/15,6/12/15,H-1B,09/30/2015,09/30/2018,"JOHN ZINK COMPANY, LLC","4111 E. 37TH STREET, NORTH",,WICHITA,KS,67220,UNITED STATES OF AMERICA,,3168287380,,LAWRENCE RUDNICK,PHILADELPHIA,PA,CONTROLS ENGINEER VAPOR CONTROL SYSTEMS,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541330,1,Y,60486.00,Year,Level II,OES,2014,OFLC ONLINE DATA CENTER,112000 -,Year,N,N,TULSA,TULSA,OK,74121
